id,word,dialect,definitionEnglish,definitionNative,pos,domain,subdomain,exampleSentence1,exampleSentence1English,exampleSentence2,exampleSentence2English,additionalSentences,relatedWords,nounClass,verbExtensions,tamMarkers,register,audience,sourceType,provenance,copyright,dateCreated,createdBy
yv5ptfstg,Omukoona,Runyoro,The Guard of the Royal Seat,Omwisanza anyakulinda Ekitebe ky'omukama,N,,,Omukoona aruga omu Baisanza omulimogwe nukwo kulinda  Ekitebe Ky'omukama,The Omukoona is chosen from Baisanza Clan  and his responsibility is to protect and guard the royal seat.,Omukoona agunura  muno amaiso omukulinda ekitebe Kyomukama kandi ayehugura kwemanyiiza Ababiito,The Omukoono is always  alert when performing his duty and  always scared of the Royals.,[],"Mulinzi, Mugizi, Munyamirwa",,[],[],general,general,original_composition,,Project_License,2026-02-17 10:57:24.021+00,ruom6sfi4
ywaw5fkpk,KUCWA,Mixed,To Fix amount,Kutaho Omuhendo,V,,,KUCWA omuhendo Mura hali Muko waawe nooba nomutinisa.,Fixing a hire amount of the Bride wealth discourage the intending Bride Groom.,Biro binu KUCWA Ente Omubuswezi nibakigonza muno.,Fixing  Bride Price  in a form of Cows is so much Loved.,[],"Ensimbi, Ente, Embuzi, Omukaaga",,[],[],general,elders,original_composition,,Project_License,2026-02-20 03:46:36.655+00,ruom6sfi4
yy0ys44dm,Emiyaga emibi kusiisa ensi,Mixed,Global warming,Kusiisa obufuki nobutagasi bwensi nubuleelwa emirimo etali emu.,N,ENV,," Orwooya n`emiika mibi kuruga mu makoorro,nibisiisa muno enyikara yensi.",The gases and fumes from the factories have polluted the atmosphere.,Enjara n'endware bikanyire habworwo oya orubi orurukuruga mu makoorro.,Famine and poor health have increased due to the bad air in the atmosphere.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 15:40:07.147+00,z7cmq5grs
yytnw5zu9,Kutondora,Mixed,peeling,kutondora ebitooke,V,DLY,,Mbaire nintondora ebitooke.,I have been peeling bananas.,Abaana nibatondora ebitooke mukicumbiro.,"The children are peeling bananas in the kitchen. ",[],,,[],[],general,general,original_composition,,Project_License,2026-02-20 19:33:07.073+00,1lzzop9e4
yz9v7of9c,Omudibo,Mixed,,,N,CUL,CUL-FOO,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 16:04:50.65+00,7ldvwi8jh
z1682i0qo,EKYONZIRA KYOMUNTU,Mixed,"Human sacrifice is prohibited ",Ekyonzira ky'omuntu kizira,N,,,Bunyoro na Tooro  ekyonzira kyomuntu  muntu mutaahi waawe Kizira.,In Bunyoro and Tooro the act of sacrificing your fellow human being is prohibited.,okwita omuntu kireta akabi kaingi hali ogu aisire.,"Sacrificing a human being is a curse to the bearer. ",[],"Omuntu,Emizizo",,[],[],general,general,original_composition,,Project_License,2026-02-22 02:50:43.575+00,ruom6sfi4
z45lz7nx7,Entebe,Mixed,chair,,N,EDU,,Entebe bazikarraho.,People sit on the chair.,Entebe ina akasago neyoroba.,The chair with a cushion is soft.,[],"kwehenda, kutahangalika",,[],[],general,general,original_composition,,Project_License,2026-02-19 10:28:32.858+00,wmqgng8ap
z6gl894ly,Abakoransi,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
z70giozfr,Ebyapa,Mixed,labels,,N,EDU,,Ebyapa bikonyera kwoleka ebintu.,Labels help to identify things.,Ebyapa bikonyera kuhabura.,Labels help in guiding the user.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 12:25:23.354+00,wmqgng8ap
z8b9sdezi,Kucuyaya,Rutooro,Aside-to-side movement made while singing love hametic songo swenging,Kuteera enanga nogenda orubaju n'orubaju,V,ART,,"Okweoteera enanga nocuyaya enanga evemura ",The song''nanga'' was sang with aswaying movement,Mucuyaaye nimugenda rubaju nukwe mwerinde ku humirana,The singers are well advised to sing while swaying from side to side,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 13:44:39.827+00,z7cmq5grs
z9cu0mgup,Ekikaali,Mixed,"The estate  around   the official house of the King, standing in an enclosure  known as Palace of the  King.","Ekikaali nugo amaju nebi bbira eby'ombekerwe  haihi nakaruziika omunda ya muhuruzi. ",N,,,"Amaju agamu agaba omukikaali nugo ganu: Ebibbira by'emirwa, Kyookya, Rwengo, Kacwabwemi n'Obukomo.","Some houses that make the Palace[ ekikaali] are as follows:
Shrines, Arches, royal Kitchen, House of King's wife, House the Princes.",Abantu boona abaraara omu kikaali baliira hamu ha Ruhango rw'omukama,"All those who stay in the Palace, feed on Royal Dish [Oruhango]",[],"Eka y'omukama,Orubuga Rw'omukama",,[],[],general,general,original_composition,,Project_License,2026-02-17 14:47:32.94+00,ruom6sfi4
za6pudmel,kusagika,Mixed,To Support,Kusagika,V,DLY,,Ntubasagika,We are supporting them,Tuli basagiki babo,we are their support,[],Kukonyela(help),,[],[],general,general,original_composition,,Project_License,2026-02-16 12:21:05.431+00,xv6uqkb9l
zbon0sh5g,KWANA,Mixed,,,V,SPR,,,,,,[],"OMUNTU,",,[],[],general,general,original_composition,,Project_License,2026-02-23 09:53:50.487+00,ruom6sfi4
zcz57lpup,Enyomyo,Mixed,Pillar,Omuti,N,NAR,NAR-HIS,"Enyomyo yeka egenzire,omusaija owabaire enyuma yabulikintu takyaloho.","The pillar of this house has gone, the man who was behind everything is no more. ",Araihire nkenyomyo omukicweka/omubantu kandi aheebwa ekitinisa abantu boona.,"He stood tall like a pillar in the community, respected by all. ",[],"Nyomyo,muti",,[],[],general,general,original_composition,,Project_License,2026-02-19 18:44:38.142+00,7ldvwi8jh
zech926gh,IS'ITWE,Mixed,Father,Ise Abantu,N,SPR,,Ruhanga Isitwe nuwe ya hangire abantu nebintu byona.,,Isitwe ali Mwiguru Ibara lyawe lyezibwe kandi Litiinwe.,"Our Father in heaven, hallowed be your name.",[],"OBUSATU, ",,[],[],general,general,original_composition,,Project_License,2026-02-22 17:59:55.873+00,ruom6sfi4
zf2611z64,Abaami,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
zfli3ep41,Magezi,Mixed,Clever,,N,GOV,,Magezi muntu wamagezikwo nk'ibaralye.,Magezi is a clever person as his name.,Kuba  mugezi kiba kisembo kuruga hali Ruhanaga.,To be clever  is a gift from God.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 10:07:55.286+00,wmqgng8ap
zgs9ewxyb,Kwebundaza,Mixed,Obedient,,V,EDU,,omwana mwebundazi.,Obedient child.,Officer arukwebundaza hali bakurube.,An obedient officer to superiors.,[],"obuculeezi(humble), obuhulizi(lister).",,[],[],general,general,original_composition,,Project_License,2026-02-18 12:19:25.106+00,wmqgng8ap
zhmaksubl,OBUTWEKI,Mixed,Pregnancy before Marriage,Okutwara Enda omwisiki atakaswirwe.,N,,,"Omwana omwisiki ayerinda okutwekwa atakaswirwe habwokuba kumwihaho ekitinisa,",Young Girls are made aware  that pregnancy before marriage is a disgrace to them.,Obutweki bugayisa abazaire.,Pregnancy before Marriage also brings disgrace to Parents because it indicates poor up bringing.,[],"Abaisiki, MIZIZO",,[],[],general,general,original_composition,,Project_License,2026-02-22 02:34:36.478+00,ruom6sfi4
ziojqm2nv,makondere,Mixed,"The royal dance ""amakondere"" ",amazina agakahooho hamikoro y'bukama amakondere.,N,ART,,Omukama obwa igwira empango abatungwa batandika amakondere.,When the king started the drum all dancers started dancing.,Empango esisikaire habwokuba abteezi bamakondere tibabaireho.,The ceremony was about to slope because some trumpet blowers were absent.,[],trumpet,,[],[],general,general,original_composition,,Project_License,2026-02-21 12:26:15.422+00,z7cmq5grs
zll7plb6a,Ekisembo,Mixed,Gift,kisembo,V,NAR,NAR-PER,Omuntu mukuru ampaire ekisembo kyesimo.,An elder gifted me a phone.,Abeegi batungire ekisembo kirungi.,"Students received a nice gift. ",[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 08:55:16.449+00,7ldvwi8jh
zlzzay6bd,Kurarangya,Mixed,Scattering(Spreading things over a wide area),"kurahiza, rahiza(ebintu nobinaganaga mukikaro kitali kimu)",V,DLY,,Nararangya ebyakyo hona hona.,He is scattering flowers everywhere.,"Omulimi abaire nararangya ekirisa musiri gwona. ",The farmer was scattering manure allover the field.,[],kurahiza(spilling),,[],[],general,general,original_composition,,Project_License,2026-02-20 06:39:26.687+00,xr4kqiwdm
zo3d9qme8,"Muhanuuzi,",Mixed," The Counsellor",Muhi wamagezi kandi Muhanuuzi.,N,SPR,,,,,,[],"Kucika,Kukurata, kwikirraniza, Orukurato,",,[],[],general,general,original_composition,,Project_License,2026-02-23 18:02:41.932+00,ruom6sfi4
zp8a8jawj,Ebyafaayo,Mixed,History,,N,EDU,,Ebyafaayo byegesa.,we learn from history.,Ebyafaayo byegesa omudoma.,history teaches a fool.,[],"ebyaira(of long ago), ancient, past events.",,[],[],general,general,original_composition,,Project_License,2026-02-18 13:49:23.649+00,wmqgng8ap
zt5fkyrid,Ekitakuli,Mixed,"Sweet potatoes  ","Enkoora ",N,CUL,CUL-FOO,Omukaikuru acumbire ebitakuli binuzire ebiri habihiimba.,The old woman cooked nice sweet potatoes with beans.,Ebitakuli tubikoza mumukubi gwebinyobwa nemikubi endi.,"We use groundnuts and other types of source to eat sweet potatoes. ",[],Ebitakuli,,[],[],general,general,original_composition,,Project_License,2026-02-21 09:45:05.248+00,7ldvwi8jh
zu9i8x2l2,Kufuhiira,Mixed,Spraying,kukozesa emibazi etali emu nukwo oite obuhuka oburukusiisa emisiri yaitu.,N,ENV,,Omukiikaro kyokwombera abandi bakozesa emibazi yokufuhiira.,"The farmer use herbicides to spray weeds instead of weeding with hands.                                                                                                                                                                                                                                     ",Akafujiriza omubazi mwingi ebihimba bye byoona byayoma.,All her beans withered because she used an over doze to spray her garden of beans.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 20:06:31.771+00,z7cmq5grs
zucy46452,OMWANA OMWOOJO TAYOTA MURRO NANYINA,Mixed,A Son is prohibited to sit in the kitchen with the mother.,Omwana omwojo tayota murro nayina mwicumbiro.,V,,,"Mwana wange ompurre otalyota murro na Nyoko, ohembege orwooto orwawe.","My Son, listen to me , never sit with your Mother in the kitchen, always make your own fire place.","Abakazi basoberwa bingi omwicumbiro, omwana omwojo ayoota naIse.",Women get a lot of challenges in the kitchen hence sit with your father.,[],"EMIZIRO,",,[],[],general,general,original_composition,,Project_License,2026-02-21 13:58:33.043+00,ruom6sfi4
zvhx0tdq7,Abasezi,Rutooro,Sorcerer,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 06:40:33.127+00,7ldvwi8jh
